Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky_DHI,Clearsky_DNI,Clearsky_GHI,Cloud_Type,Solar_Zenith_Angle,Fill_Flag,Surface_Albedo,Wind_Speed,Precipitable_Water,Wind_Direction,Relative_Humidity,Temperature,Pressure
2019,1,1,0,0,0,0,0,0,0,0,4,169.84,0,0.18,1,0.7,271,71.88,5.5,1015
2019,1,1,0,30,0,0,0,0,0,0,4,166.22,0,0.18,1,0.7,281,74.41,5,1015
2019,1,1,1,0,0,0,0,0,0,0,4,160.93,0,0.18,1.1,0.6,291,74.22,4.5,1016
2019,1,1,1,30,0,0,0,0,0,0,7,155.03,0,0.18,1.1,0.6,303,75.79,4.2,1016
2019,1,1,2,0,0,0,0,0,0,0,4,148.86,0,0.18,1.2,0.6,314,73.09,3.9,1016
2019,1,1,2,30,0,0,0,0,0,0,4,142.6,0,0.18,1.2,0.6,326,74.65,3.6,1016
2019,1,1,3,0,0,0,0,0,0,0,4,136.29,0,0.18,1.3,0.5,338,70.56,3.4,1016
2019,1,1,3,30,0,0,0,0,0,0,4,129.98,0,0.18,1.3,0.5,343,72.07,3.1,1016
2019,1,1,4,0,0,0,0,0,0,0,0,123.7,0,0.18,1.4,0.5,349,68.4,2.7,1017
2019,1,1,4,30,0,0,0,0,0,0,0,117.47,0,0.18,1.4,0.5,345,69.37,2.5,1017
2019,1,1,5,0,0,0,0,0,0,0,0,111.31,0,0.18,1.4,0.5,342,65.07,2.2,1018
2019,1,1,5,30,0,0,0,0,0,0,0,105.24,0,0.18,1.4,0.4,334,66.01,2,1018
2019,1,1,6,0,0,0,0,0,0,0,0,99.29,0,0.18,1.4,0.4,326,62.76,1.7,1019
2019,1,1,6,30,0,0,0,0,0,0,4,93.49,0,0.18,1.5,0.4,320,58.04,2.8,1019
2019,1,1,7,0,12,44,14,20,243,30,4,87.59,61,0.18,1.6,0.4,313,54.43,3.8,1019
2019,1,1,7,30,43,114,58,37,553,110,4,82.37,86,0.18,2.4,0.4,314,48.39,5.5,1020
2019,1,1,8,0,67,346,143,49,704,204,2,77.29,57,0.18,3.3,0.4,314,41.54,7.1,1020
2019,1,1,8,30,58,793,296,58,793,296,0,72.53,0,0.18,3.9,0.4,331,38.03,8.4,1020
2019,1,1,9,0,66,849,382,66,849,382,0,68.17,0,0.18,4.5,0.4,348,26.98,9.8,1021
2019,1,1,9,30,71,892,458,71,892,458,0,64.3,0,0.18,4.9,0.4,353,25.56,10.6,1020
2019,1,1,10,0,75,920,521,75,920,521,0,61.03,0,0.18,5.3,0.4,357,20.1,11.4,1020
2019,1,1,10,30,80,934,569,80,934,569,0,58.44,0,0.18,5.4,0.4,358,19.45,11.9,1020
2019,1,1,11,0,85,938,601,85,938,601,0,56.64,0,0.18,5.5,0.4,358,17.4,12.4,1019
2019,1,1,11,30,89,945,621,89,945,621,0,55.71,0,0.18,5.5,0.3,358,17.06,12.7,1019
2019,1,1,12,0,93,939,622,93,939,622,0,55.7,0,0.18,5.5,0.3,358,16.01,13,1018
2019,1,1,12,30,97,918,602,97,918,602,0,56.59,0,0.18,5.5,0.3,179,16.01,13,1018
2019,1,1,13,0,101,884,565,101,884,565,0,58.35,0,0.18,5.5,0.3,0,15.51,13,1018
2019,1,1,13,30,97,861,516,97,861,516,0,60.91,0,0.18,5.4,0.3,2,15.71,12.8,1018
2019,1,1,14,0,93,827,453,93,827,453,0,64.16,0,0.18,5.3,0.3,3,15.64,12.5,1018
2019,1,1,14,30,85,782,378,85,782,378,0,68.01,0,0.18,4.8,0.3,4,16.26,11.9,1018
2019,1,1,15,0,75,717,292,75,717,292,0,72.35,0,0.18,4.3,0.3,5,17.41,11.3,1018
2019,1,1,15,30,63,610,199,63,610,199,0,77.1,0,0.18,4.3,0.3,5,17.41,11.3,1018
2019,1,1,16,0,46,454,108,46,454,108,0,82.16,0,0.19,2.1,0.3,2,28.05,7.4,1018
2019,1,1,16,30,21,175,29,21,175,29,0,87.39,0,0.19,2,0.3,180,30.06,6.4,1019
2019,1,1,17,0,0,0,0,0,0,0,0,93.26,0,0.19,1.9,0.3,358,32.63,5.3,1019
2019,1,1,17,30,0,0,0,0,0,0,0,99.06,0,0.19,1.9,0.3,356,33.59,4.9,1020
2019,1,1,18,0,0,0,0,0,0,0,0,105,0,0.19,1.8,0.3,354,33.63,4.5,1020
2019,1,1,18,30,0,0,0,0,0,0,0,111.06,0,0.19,1.8,0.3,348,34.59,4.1,1020
2019,1,1,19,0,0,0,0,0,0,0,0,117.22,0,0.19,1.7,0.3,343,35.85,3.7,1020
2019,1,1,19,30,0,0,0,0,0,0,0,123.44,0,0.19,1.7,0.3,339,36.61,3.4,1020
2019,1,1,20,0,0,0,0,0,0,0,0,129.72,0,0.19,1.7,0.4,334,37.52,3.1,1020
2019,1,1,20,30,0,0,0,0,0,0,0,136.03,0,0.19,1.7,0.4,331,38.05,2.9,1020
2019,1,1,21,0,0,0,0,0,0,0,0,142.34,0,0.19,1.7,0.4,327,38.62,2.7,1020
2019,1,1,21,30,0,0,0,0,0,0,0,148.61,0,0.19,1.8,0.4,324,38.9,2.6,1020
2019,1,1,22,0,0,0,0,0,0,0,0,154.77,0,0.19,1.8,0.4,322,39.18,2.5,1020
2019,1,1,22,30,0,0,0,0,0,0,0,160.68,0,0.19,1.9,0.4,321,39.18,2.5,1020
2019,1,1,23,0,0,0,0,0,0,0,0,165.99,0,0.19,2,0.4,321,39.63,2.4,1020
2019,1,1,23,30,0,0,0,0,0,0,0,169.68,0,0.19,2,0.4,321,39.92,2.3,1020
2019,1,2,0,0,0,0,0,0,0,0,0,169.79,0,0.19,2,0.4,322,40.71,2.2,1020
2019,1,2,0,30,0,0,0,0,0,0,0,166.24,0,0.19,1.9,0.4,322,41.3,2,1020
2019,1,2,1,0,0,0,0,0,0,0,0,160.97,0,0.19,1.9,0.4,322,42.08,1.9,1020
2019,1,2,1,30,0,0,0,0,0,0,0,155.08,0,0.19,1.9,0.4,325,42.03,1.9,1019
2019,1,2,2,0,0,0,0,0,0,0,0,148.93,0,0.19,1.9,0.3,327,42.6,1.8,1019
2019,1,2,2,30,0,0,0,0,0,0,0,142.66,0,0.19,2,0.3,330,42.6,1.8,1019
2019,1,2,3,0,0,0,0,0,0,0,0,136.35,0,0.19,2,0.3,334,42.89,1.8,1019
2019,1,2,3,30,0,0,0,0,0,0,0,130.04,0,0.19,2.1,0.3,336,42.93,1.8,1020
2019,1,2,4,0,0,0,0,0,0,0,0,123.76,0,0.19,2.1,0.3,337,42.89,1.8,1020
2019,1,2,4,30,0,0,0,0,0,0,0,117.53,0,0.19,2.2,0.3,337,42.89,1.8,1020
2019,1,2,5,0,0,0,0,0,0,0,0,111.36,0,0.19,2.2,0.3,337,42.01,1.9,1020
2019,1,2,5,30,0,0,0,0,0,0,0,105.29,0,0.19,2.3,0.3,335,42.35,1.8,1021
2019,1,2,6,0,0,0,0,0,0,0,0,99.34,0,0.19,2.3,0.3,333,41.67,1.8,1021
2019,1,2,6,30,0,0,0,0,0,0,4,93.54,0,0.19,2.3,0.3,331,38.31,3,1022
2019,1,2,7,0,13,82,16,19,267,30,4,87.63,54,0.19,2.4,0.3,330,36.69,4.1,1022
2019,1,2,7,30,41,112,56,35,573,111,4,82.39,86,0.19,3.3,0.4,329,31.96,6.1,1023
2019,1,2,8,0,72,266,130,47,718,205,3,77.31,71,0.19,4.1,0.4,328,26.48,8.1,1023
2019,1,2,8,30,56,807,298,56,807,298,0,72.54,0,0.19,4.6,0.4,336,24.42,9.3,1023
2019,1,2,9,0,63,863,384,63,863,384,0,68.17,0,0.19,5,0.4,344,19.52,10.5,1023
2019,1,2,9,30,70,896,459,70,896,459,0,64.29,0,0.19,5.1,0.4,348,18.51,11.3,1023
2019,1,2,10,0,78,914,521,78,914,521,0,60.99,0,0.19,5.2,0.4,352,16.88,12.1,1023
2019,1,2,10,30,84,928,570,84,928,570,0,58.39,0,0.19,5.2,0.4,353,16.32,12.6,1022
2019,1,2,11,0,88,934,602,88,934,602,0,56.58,0,0.19,5.3,0.4,354,15.46,13.2,1022
2019,1,2,11,30,91,935,619,91,935,619,0,55.63,0,0.19,5.2,0.4,355,15.05,13.6,1021
2019,1,2,12,0,94,927,618,94,927,618,0,55.6,0,0.19,5.1,0.4,357,14.26,14,1021
2019,1,2,12,30,102,896,597,102,896,597,0,56.48,0,0.19,5,0.4,357,14.08,14.2,1021
2019,1,2,13,0,112,848,558,112,848,558,0,58.23,0,0.19,4.8,0.4,357,13.57,14.3,1021
2019,1,2,13,30,110,817,509,110,817,509,0,60.78,0,0.19,4.5,0.4,356,13.57,14.3,1021
2019,1,2,14,0,106,773,444,106,773,444,0,64.03,0,0.19,4.3,0.4,356,13.52,14.2,1021
2019,1,2,14,30,98,722,370,98,722,370,0,67.87,0,0.19,3.3,0.4,354,14.23,13.4,1021
2019,1,2,15,0,87,648,285,87,648,285,0,72.21,0,0.19,2.4,0.4,352,19.79,12.6,1021
2019,1,2,15,30,74,534,194,74,534,194,0,76.96,0,0.19,2.4,0.4,352,19.79,12.6,1021
2019,1,2,16,0,52,372,104,52,372,104,0,82.02,0,0.19,1.3,0.4,335,33.59,8.1,1021
2019,1,2,16,30,24,131,30,24,131,30,0,87.26,0,0.19,1.4,0.4,331,35.51,7.3,1022
2019,1,2,17,0,0,0,0,0,0,0,0,93.12,0,0.19,1.4,0.4,328,34.6,6.4,1022
2019,1,2,17,30,0,0,0,0,0,0,0,98.92,0,0.19,1.5,0.4,327,35.32,6.1,1022
2019,1,2,18,0,0,0,0,0,0,0,0,104.86,0,0.19,1.5,0.4,325,34.77,5.7,1022
2019,1,2,18,30,0,0,0,0,0,0,0,110.92,0,0.19,1.5,0.4,322,35.5,5.4,1022
2019,1,2,19,0,0,0,0,0,0,0,0,117.08,0,0.19,1.5,0.4,318,34.85,5.2,1022
2019,1,2,19,30,0,0,0,0,0,0,0,123.31,0,0.19,1.5,0.4,316,35.33,5,1022
2019,1,2,20,0,0,0,0,0,0,0,0,129.59,0,0.19,1.5,0.4,313,35.15,4.8,1023
2019,1,2,20,30,0,0,0,0,0,0,0,135.9,0,0.19,1.5,0.4,313,35.15,4.8,1023
2019,1,2,21,0,0,0,0,0,0,0,0,142.2,0,0.19,1.5,0.4,313,34.45,4.8,1023
2019,1,2,21,30,0,0,0,0,0,0,0,148.47,0,0.19,1.5,0.4,315,34.21,4.9,1023
2019,1,2,22,0,0,0,0,0,0,0,0,154.63,0,0.19,1.5,0.4,318,33.46,4.9,1023
2019,1,2,22,30,0,0,0,0,0,0,0,160.54,0,0.19,1.5,0.4,321,33.46,4.9,1023
2019,1,2,23,0,0,0,0,0,0,0,0,165.85,0,0.19,1.5,0.4,325,32.86,4.9,1023
2019,1,2,23,30,0,0,0,0,0,0,0,169.56,0,0.19,1.5,0.4,326,33.32,4.7,1023
2019,1,3,0,0,0,0,0,0,0,0,0,169.74,0,0.19,1.5,0.4,328,33.6,4.5,1022
2019,1,3,0,30,0,0,0,0,0,0,0,166.24,0,0.19,1.4,0.4,325,34.31,4.2,1022
2019,1,3,1,0,0,0,0,0,0,0,0,161.01,0,0.19,1.4,0.4,323,35.53,3.9,1022
2019,1,3,1,30,0,0,0,0,0,0,0,155.13,0,0.19,1.4,0.4,319,36.54,3.5,1022
2019,1,3,2,0,0,0,0,0,0,0,0,148.98,0,0.19,1.4,0.4,316,38.25,3.1,1022
2019,1,3,2,30,0,0,0,0,0,0,0,142.72,0,0.19,1.4,0.4,314,39.07,2.8,1022
2019,1,3,3,0,0,0,0,0,0,0,0,136.41,0,0.19,1.4,0.4,312,40.55,2.5,1022
2019,1,3,3,30,0,0,0,0,0,0,0,130.1,0,0.19,1.4,0.4,312,41.13,2.3,1022
2019,1,3,4,0,0,0,0,0,0,0,0,123.82,0,0.19,1.4,0.4,313,41.96,2.1,1022
2019,1,3,4,30,0,0,0,0,0,0,0,117.58,0,0.19,1.4,0.4,312,42.87,1.8,1022
2019,1,3,5,0,0,0,0,0,0,0,0,111.41,0,0.19,1.4,0.4,311,43.9,1.6,1023
2019,1,3,5,30,0,0,0,0,0,0,0,105.34,0,0.19,1.4,0.4,311,44.22,1.5,1023
2019,1,3,6,0,0,0,0,0,0,0,0,99.38,0,0.19,1.4,0.4,311,44.99,1.4,1023
2019,1,3,6,30,0,0,0,0,0,0,4,93.57,0,0.19,1.3,0.4,313,42.53,2.2,1024
2019,1,3,7,0,13,73,16,20,252,30,4,87.65,50,0.19,1.2,0.4,316,45.77,3.1,1024
2019,1,3,7,30,42,134,60,37,569,112,4,82.41,82,0.19,1.9,0.4,318,39.79,5.1,1024
2019,1,3,8,0,61,465,163,48,721,206,0,77.32,39,0.19,2.5,0.4,320,32.89,7.1,1024
2019,1,3,8,30,56,814,300,56,814,300,0,72.54,0,0.19,2.7,0.4,327,30.11,8.4,1024
2019,1,3,9,0,61,875,387,61,875,387,0,68.16,0,0.19,2.8,0.4,333,25.81,9.8,1024
2019,1,3,9,30,68,910,463,68,910,463,0,64.26,0,0.19,2.8,0.4,340,23.67,11.1,1024
2019,1,3,10,0,73,932,526,73,932,526,0,60.95,57,0.19,2.9,0.4,347,21.5,12.4,1023
2019,1,3,10,30,76,952,576,76,952,576,0,58.33,100,0.19,2.9,0.4,353,20.25,13.3,1022
2019,1,3,11,0,78,964,610,78,964,610,0,56.51,100,0.19,2.9,0.4,359,18.8,14.2,1022
2019,1,3,11,30,79,971,628,79,971,628,0,55.55,43,0.19,2.9,0.4,182,18.18,14.7,1021
2019,1,3,12,0,79,971,629,79,971,629,0,55.5,0,0.19,2.9,0.4,5,17.14,15.3,1020
2019,1,3,12,30,80,961,612,80,961,612,0,56.37,0,0.19,2.9,0.4,7,16.93,15.5,1020
2019,1,3,13,0,81,943,579,81,943,579,0,58.11,0,0.19,2.8,0.4,9,16.27,15.8,1019
2019,1,3,13,30,78,923,530,78,923,530,0,60.65,0,0.19,2.6,0.4,11,16.37,15.7,1019
2019,1,3,14,0,75,893,468,75,893,468,0,63.89,0,0.19,2.4,0.4,12,16.42,15.6,1019
2019,1,3,14,30,69,851,392,69,851,392,0,67.73,0,0.19,1.8,0.4,12,17.28,14.8,1019
2019,1,3,15,0,63,789,306,63,789,306,0,72.07,0,0.19,1.2,0.4,11,28.47,13.9,1019
2019,1,3,15,30,54,695,213,54,695,213,0,76.81,0,0.19,1.2,0.4,11,28.47,13.9,1019
2019,1,3,16,0,41,542,118,41,542,118,0,81.88,0,0.19,1,0.4,0,30.45,10.9,1019
2019,1,3,16,30,23,261,36,23,261,36,0,87.12,0,0.19,1,0.3,162,31.9,10.2,1019
2019,1,3,17,0,0,0,0,0,0,0,0,92.98,0,0.19,1,0.3,323,28.26,9.6,1019
2019,1,3,17,30,0,0,0,0,0,0,0,98.78,0,0.19,1.2,0.3,310,29.82,8.8,1019
2019,1,3,18,0,0,0,0,0,0,0,0,104.72,0,0.19,1.3,0.3,296,31.52,8.1,1019
2019,1,3,18,30,0,0,0,0,0,0,0,110.78,0,0.19,1.4,0.3,293,33.31,7.3,1020
2019,1,3,19,0,0,0,0,0,0,0,0,116.94,0,0.19,1.4,0.3,290,35.38,6.6,1020
2019,1,3,19,30,0,0,0,0,0,0,0,123.17,0,0.19,1.5,0.3,291,36.36,6.2,1020
2019,1,3,20,0,0,0,0,0,0,0,0,129.45,0,0.19,1.5,0.3,292,37.04,5.8,1020
2019,1,3,20,30,0,0,0,0,0,0,0,135.76,0,0.19,1.5,0.3,294,37.3,5.7,1020
2019,1,3,21,0,0,0,0,0,0,0,0,142.07,0,0.19,1.5,0.3,296,37.32,5.5,1020
2019,1,3,21,30,0,0,0,0,0,0,0,148.33,0,0.19,1.5,0.3,299,37.54,5.4,1019
2019,1,3,22,0,0,0,0,0,0,0,0,154.49,0,0.19,1.5,0.3,301,37.3,5.3,1019
2019,1,3,22,30,0,0,0,0,0,0,0,160.4,0,0.19,1.5,0.3,305,37.82,5.1,1019
2019,1,3,23,0,0,0,0,0,0,0,0,165.71,0,0.19,1.5,0.3,308,38.08,4.9,1019
2019,1,3,23,30,0,0,0,0,0,0,0,169.43,0,0.19,1.5,0.3,313,38.85,4.6,1018
2019,1,4,0,0,0,0,0,0,0,0,0,169.67,0,0.19,1.5,0.3,318,39.63,4.3,1018
2019,1,4,0,30,0,0,0,0,0,0,0,166.24,0,0.19,1.5,0.4,321,39.91,4.2,1018
2019,1,4,1,0,0,0,0,0,0,0,0,161.04,0,0.19,1.5,0.4,325,39.78,4.2,1018
2019,1,4,1,30,0,0,0,0,0,0,0,155.17,0,0.19,1.4,0.4,324,39.51,4.3,1018
2019,1,4,2,0,0,0,0,0,0,0,0,149.03,0,0.19,1.4,0.4,323,38.91,4.4,1017
2019,1,4,2,30,0,0,0,0,0,0,0,142.77,0,0.19,1.3,0.4,322,38.91,4.4,1017
2019,1,4,3,0,0,0,0,0,0,0,0,136.47,0,0.19,1.3,0.4,321,38.95,4.3,1017
2019,1,4,3,30,0,0,0,0,0,0,0,130.16,0,0.19,1.3,0.4,322,39.54,4.1,1018
2019,1,4,4,0,0,0,0,0,0,0,0,123.87,0,0.19,1.2,0.4,323,40.41,3.8,1018
2019,1,4,4,30,0,0,0,0,0,0,0,117.63,0,0.19,1.2,0.4,324,40.98,3.6,1018
2019,1,4,5,0,0,0,0,0,0,0,0,111.46,0,0.19,1.2,0.4,325,42.59,3.4,1018
2019,1,4,5,30,0,0,0,0,0,0,0,105.38,0,0.19,1.2,0.4,326,43.2,3.2,1018
2019,1,4,6,0,0,0,0,0,0,0,0,99.42,0,0.19,1.2,0.4,327,45.15,3,1018
2019,1,4,6,30,0,0,0,0,0,0,0,93.6,0,0.19,1.1,0.4,329,43.32,3.6,1019
2019,1,4,7,0,13,70,16,20,206,28,4,87.68,50,0.19,1.1,0.4,332,47.54,4.1,1019
2019,1,4,7,30,43,124,59,40,515,108,4,82.43,82,0.19,1.5,0.4,339,41.66,6,1019
2019,1,4,8,0,68,383,152,53,679,202,0,77.33,50,0.19,1.9,0.4,347,37.83,8,1019
2019,1,4,8,30,62,779,296,62,779,296,0,72.53,0,0.19,1.9,0.4,353,34.65,9.3,1019
2019,1,4,9,0,68,845,383,68,845,383,0,68.14,0,0.19,1.9,0.4,359,30.61,10.5,1019
2019,1,4,9,30,76,878,458,76,878,458,0,64.23,0,0.19,1.7,0.4,181,28.09,11.8,1019
2019,1,4,10,0,85,894,520,85,894,520,0,60.9,0,0.19,1.6,0.4,4,26.08,13,1018
2019,1,4,10,30,89,917,571,89,917,571,0,58.27,0,0.19,1.5,0.4,13,24.26,14.1,1017
2019,1,4,11,0,91,932,606,91,932,606,0,56.43,0,0.19,1.4,0.4,22,22.65,15.1,1017
2019,1,4,11,30,91,939,624,91,939,624,0,55.45,0,0.19,1.5,0.4,34,21.5,15.9,1016
2019,1,4,12,0,91,941,625,91,941,625,0,55.39,0,0.19,1.6,0.4,46,20.79,16.6,1015
2019,1,4,12,30,95,922,607,95,922,607,0,56.24,0,0.19,1.7,0.4,52,20.27,17,1015
2019,1,4,13,0,98,893,571,98,893,571,0,57.98,0,0.19,1.8,0.4,59,20.13,17.4,1015
2019,1,4,13,30,94,872,523,94,872,523,0,60.51,0,0.19,1.7,0.4,62,20.11,17.4,1014
2019,1,4,14,0,89,841,461,89,841,461,0,63.75,0,0.19,1.6,0.4,66,20.62,17.4,1014
2019,1,4,14,30,83,793,385,83,793,385,0,67.58,0,0.19,1.2,0.4,67,21.82,16.5,1014
2019,1,4,15,0,74,719,297,74,719,297,0,71.92,0,0.19,0.8,0.5,68,34.04,15.6,1014
2019,1,4,15,30,63,617,205,63,617,205,0,76.67,0,0.19,0.8,0.5,68,34.04,15.6,1014
2019,1,4,16,0,47,458,113,47,458,113,0,81.73,0,0.19,0.8,0.5,74,31.71,13.2,1014
2019,1,4,16,30,24,192,34,24,192,34,0,86.99,0,0.19,0.5,0.5,94,32.16,13,1015
2019,1,4,17,0,0,0,0,0,0,0,0,92.84,0,0.19,0.3,0.5,114,30.33,12.7,1015
2019,1,4,17,30,0,0,0,0,0,0,0,98.63,0,0.19,0.5,0.6,181,31.54,12.1,1015
2019,1,4,18,0,0,0,0,0,0,0,0,104.58,0,0.19,0.7,0.6,248,33.02,11.4,1015
2019,1,4,18,30,0,0,0,0,0,0,0,110.64,0,0.19,0.8,0.6,253,34.59,10.7,1015
2019,1,4,19,0,0,0,0,0,0,0,0,116.8,0,0.19,0.9,0.6,258,35.92,10,1015
2019,1,4,19,30,0,0,0,0,0,0,0,123.03,0,0.19,1,0.6,263,36.4,9.8,1015
2019,1,4,20,0,0,0,0,0,0,0,8,129.31,14,0.19,1,0.7,268,36.18,9.6,1015
2019,1,4,20,30,0,0,0,0,0,0,4,135.62,0,0.19,0.9,0.7,272,35.69,9.8,1015
2019,1,4,21,0,0,0,0,0,0,0,8,141.93,0,0.19,0.8,0.7,277,36.29,9.9,1015
2019,1,4,21,30,0,0,0,0,0,0,0,148.19,0,0.19,0.7,0.7,291,36.29,9.9,1015
2019,1,4,22,0,0,0,0,0,0,0,0,154.35,0,0.19,0.7,0.7,305,34.95,9.9,1014
2019,1,4,22,30,0,0,0,0,0,0,7,160.25,0,0.19,0.6,0.7,319,35.66,9.6,1014
2019,1,4,23,0,0,0,0,0,0,0,7,165.56,0,0.19,0.6,0.7,334,36.14,9.3,1014
2019,1,4,23,30,0,0,0,0,0,0,4,169.3,0,0.19,0.6,0.7,341,36.63,9.1,1014
2019,1,5,0,0,0,0,0,0,0,0,4,169.59,0,0.19,0.6,0.7,348,37.06,8.8,1014
2019,1,5,0,30,0,0,0,0,0,0,4,166.22,0,0.19,0.6,0.7,345,37.57,8.6,1014
2019,1,5,1,0,0,0,0,0,0,0,8,161.06,0,0.19,0.6,0.7,342,38.11,8.5,1014
2019,1,5,1,30,0,0,0,0,0,0,8,155.21,0,0.19,0.5,0.7,339,38.63,8.3,1014
2019,1,5,2,0,0,0,0,0,0,0,4,149.08,0,0.19,0.5,0.7,335,40.2,8.1,1014
2019,1,5,2,30,0,0,0,0,0,0,4,142.82,0,0.19,0.5,0.8,332,40.43,8,1013
2019,1,5,3,0,0,0,0,0,0,0,7,136.52,0,0.19,0.4,0.8,328,41.61,7.9,1013
2019,1,5,3,30,0,0,0,0,0,0,8,130.21,0,0.19,0.4,0.9,305,41.9,7.8,1013
2019,1,5,4,0,0,0,0,0,0,0,8,123.92,0,0.19,0.3,0.9,282,42.76,7.7,1013
2019,1,5,4,30,0,0,0,0,0,0,6,117.68,0,0.19,0.4,1,269,42.47,7.8,1013
2019,1,5,5,0,0,0,0,0,0,0,7,111.5,0,0.19,0.4,1,257,43.51,7.9,1013
2019,1,5,5,30,0,0,0,0,0,0,7,105.42,0,0.19,0.4,1.1,259,43.55,7.9,1014
2019,1,5,6,0,0,0,0,0,0,0,7,99.45,0,0.19,0.4,1.2,262,45.39,7.9,1014
2019,1,5,6,30,0,0,0,0,0,0,7,93.63,0,0.19,0.4,1.3,263,45.09,8,1014
2019,1,5,7,0,10,8,10,18,165,25,7,87.7,71,0.19,0.4,1.3,265,48.19,8.2,1014
2019,1,5,7,30,23,11,24,39,445,98,7,82.44,100,0.19,0.4,1.4,249,46.59,8.7,1014
2019,1,5,8,0,24,7,26,53,607,186,7,77.33,86,0.19,0.4,1.6,234,50.42,9.2,1015
2019,1,5,8,30,42,0,42,62,706,274,6,72.52,0,0.19,0.5,1.7,229,47.79,10,1015
2019,1,5,9,0,80,0,80,69,770,356,8,68.11,0,0.19,0.6,1.8,224,47.53,10.8,1015
2019,1,5,9,30,97,8,100,74,814,428,8,64.19,0,0.19,0.9,1.9,231,45.08,11.6,1015
2019,1,5,10,0,114,2,115,77,844,488,8,60.85,0,0.19,1.2,2.1,239,43.02,12.3,1015
2019,1,5,10,30,140,3,142,78,866,534,8,58.2,0,0.19,1.5,2.2,242,41.06,13,1014
2019,1,5,11,0,91,3,93,78,881,566,6,56.34,0,0.19,1.8,2.4,245,41.62,13.7,1014
2019,1,5,11,30,102,2,103,77,888,582,6,55.35,0,0.19,1.5,2.5,242,40.55,14.1,1014
2019,1,5,12,0,102,3,104,76,890,583,6,55.27,0,0.19,1.2,2.6,238,44.51,14.5,1013
2019,1,5,12,30,115,1,116,75,884,568,6,56.12,0,0.19,0.8,2.7,233,44.51,14.5,1013
2019,1,5,13,0,95,0,95,73,872,537,8,57.84,0,0.19,0.5,2.8,228,50.46,14.6,1013
2019,1,5,13,30,110,12,116,71,852,492,8,60.37,0,0.19,0.3,2.8,232,51.12,14.4,1013
2019,1,5,14,0,120,1,120,67,823,433,8,63.6,0,0.19,0.2,2.8,236,56.6,14.2,1012
2019,1,5,14,30,112,42,128,64,779,363,8,67.43,0,0.19,0.2,2.9,258,58.46,13.7,1012
2019,1,5,15,0,58,0,58,58,716,282,7,71.77,0,0.19,0.2,2.9,279,58.93,13.3,1012
2019,1,5,15,30,45,0,45,51,627,197,7,76.51,86,0.19,0.2,2.9,279,58.93,13.3,1012
2019,1,5,16,0,26,0,26,39,482,110,8,81.58,100,0.19,0.3,2.9,314,59.09,12.3,1013
2019,1,5,16,30,9,15,10,22,228,35,6,86.84,86,0.19,0.3,2.9,313,60.26,12,1013
2019,1,5,17,0,0,0,0,0,0,0,6,92.69,0,0.19,0.4,2.8,311,60.5,11.7,1013
2019,1,5,17,30,0,0,0,0,0,0,8,98.48,0,0.19,0.4,2.8,310,61.3,11.5,1013
2019,1,5,18,0,0,0,0,0,0,0,8,104.43,0,0.19,0.5,2.8,310,62.99,11.2,1013
2019,1,5,18,30,0,0,0,0,0,0,8,110.5,0,0.19,0.4,2.8,309,63.83,11,1013
2019,1,5,19,0,0,0,0,0,0,0,8,116.66,0,0.19,0.4,2.8,309,65.83,10.7,1014
2019,1,5,19,30,0,0,0,0,0,0,8,122.89,0,0.19,0.3,2.7,300,66.71,10.5,1014
2019,1,5,20,0,0,0,0,0,0,0,8,129.17,0,0.19,0.3,2.7,291,69.43,10.2,1014
2019,1,5,20,30,0,0,0,0,0,0,8,135.48,0,0.19,0.2,2.6,274,70.84,9.9,1014
2019,1,5,21,0,0,0,0,0,0,0,8,141.78,0,0.19,0.2,2.6,256,72.8,9.7,1014
2019,1,5,21,30,0,0,0,0,0,0,8,148.05,0,0.19,0.2,2.6,243,74.27,9.4,1014
2019,1,5,22,0,0,0,0,0,0,0,8,154.2,0,0.19,0.3,2.5,229,75.79,9.2,1014
2019,1,5,22,30,0,0,0,0,0,0,8,160.1,0,0.19,0.3,2.5,219,76.3,9.1,1014
2019,1,5,23,0,0,0,0,0,0,0,8,165.4,0,0.19,0.3,2.5,210,76.79,9.1,1014
2019,1,5,23,30,0,0,0,0,0,0,8,169.15,0,0.19,0.3,2.4,206,77.83,8.9,1014
2019,1,6,0,0,0,0,0,0,0,0,8,169.51,0,0.19,0.3,2.4,202,78.49,8.8,1013
2019,1,6,0,30,0,0,0,0,0,0,7,166.2,0,0.19,0.3,2.4,190,79.02,8.7,1013
2019,1,6,1,0,0,0,0,0,0,0,8,161.08,0,0.19,0.4,2.3,178,78.94,8.6,1013
2019,1,6,1,30,0,0,0,0,0,0,8,155.24,0,0.19,0.4,2.3,172,78.94,8.6,1013
2019,1,6,2,0,0,0,0,0,0,0,7,149.12,0,0.19,0.5,2.3,167,78.33,8.5,1013
2019,1,6,2,30,0,0,0,0,0,0,7,142.87,0,0.19,0.5,2.3,172,78.33,8.5,1013
2019,1,6,3,0,0,0,0,0,0,0,4,136.56,0,0.19,0.6,2.3,178,79.05,8.4,1013
2019,1,6,3,30,0,0,0,0,0,0,4,130.25,0,0.19,0.7,2.2,187,80.13,8.2,1013
